© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
FXR/RXR Activation	3.82E-01	1.07E-02	NaN	TGFB2,TNFSF10	
ISG15 antiviral mechanism	3.79E-01	1.41E-02	NaN	MAPK3	
Growth Hormone Signaling	3.79E-01	1.41E-02	NaN	MAPK3	
COPII-mediated vesicle transport	3.75E-01	1.39E-02	NaN	CTSC	
Melatonin Signaling	3.75E-01	1.39E-02	NaN	MAPK3	
Granzyme A Signaling	3.66E-01	1.35E-02	NaN	NDUFB11	
Caveolar-mediated Endocytosis Signaling	3.62E-01	1.33E-02	NaN	CAV1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	3.62E-01	1.33E-02	NaN	ADRB2	
Pre-NOTCH Expression and Processing	3.57E-01	1.32E-02	NaN	JUN	
Leptin Signaling in Obesity	3.57E-01	1.32E-02	NaN	MAPK3	
Macropinocytosis Signaling	3.57E-01	1.32E-02	NaN	RAP1A	
Synaptic Long Term Depression	3.53E-01	1.01E-02	NaN	MAPK3,RAP1A	
Adrenomedullin signaling pathway	3.51E-01	1.01E-02	NaN	MAPK3,RAP1A	
Glutaminergic Receptor Signaling Pathway (Enhanced)	3.49E-01	9.23E-03	NaN	MAPK3,SLC38A5,TGFB2	
VDR/RXR Activation	3.49E-01	1.28E-02	NaN	TGFB2	
Toll-like Receptor Signaling	3.49E-01	1.28E-02	NaN	JUN	
Gustation Pathway	3.44E-01	9.9E-03	NaN	LRRC8B,ORAI1	
G alpha (12/13) signalling events	3.41E-01	1.25E-02	NaN	TIAM1	
Dopamine Receptor Signaling	3.41E-01	1.25E-02	NaN	MAOA	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	3.33E-01	8.66E-03	-1.000	JUN,MAPK3,RAP1A,TGFB2	
RNA polymerase II transcribes snRNA genes	3.29E-01	1.2E-02	NaN	POLR2E	
Clathrin-mediated Endocytosis Signaling	3.29E-01	9.62E-03	NaN	CLTB,TFRC	
Transcriptional regulation of white adipocyte differentiation	3.26E-01	1.19E-02	NaN	EBF1	
Platelet homeostasis	3.18E-01	1.16E-02	NaN	ORAI1	
Cyclins and Cell Cycle Regulation	3.18E-01	1.16E-02	NaN	TGFB2	
FGF Signaling	3.18E-01	1.16E-02	NaN	MAPK3	
mTOR Signaling	3.16E-01	9.35E-03	NaN	MAPK3,RAP1A	
Sphingolipid metabolism	3.15E-01	1.15E-02	NaN	SGPP2	
Xenobiotic Metabolism AHR Signaling Pathway	3.15E-01	1.15E-02	NaN	ALDH2	
CTLA4 Signaling in Cytotoxic T Lymphocytes	3.1E-01	8.22E-03	-0.447	CLTB,JUN,MAPK3,RAP1A,TGFB2	
Opioid Signalling	3.04E-01	1.11E-02	NaN	PDE4B	
Cell junction organization	2.98E-01	1.09E-02	NaN	CLDN5	
Actin Nucleation by ARP-WASP Complex	2.95E-01	1.08E-02	NaN	RAP1A	
Thrombin Signaling	2.93E-01	8.89E-03	NaN	MAPK3,RAP1A	
Interferon gamma signaling	2.91E-01	1.06E-02	NaN	SMAD7	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	2.91E-01	1.06E-02	NaN	MAPK3	
Gene Silencing by RNA	2.88E-01	1.05E-02	NaN	POLR2E	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	2.87E-01	8.77E-03	NaN	JUN,MAPK3	
IL-1 Signaling	2.85E-01	1.04E-02	NaN	JUN	
Death Receptor Signaling	2.85E-01	1.04E-02	NaN	TNFSF10	
EIF2 Signaling	2.83E-01	8.7E-03	NaN	MAPK3,RAP1A	
Cellular response to heat stress	2.82E-01	1.03E-02	NaN	MAPK3	
Salvage Pathways of Pyrimidine Ribonucleotides	2.82E-01	1.03E-02	NaN	MAPK3	
p53 Signaling	2.79E-01	1.02E-02	NaN	JUN	
Apelin Cardiomyocyte Signaling Pathway	2.76E-01	1.01E-02	NaN	MAPK3	
p75 NTR receptor-mediated signalling	2.73E-01	1E-02	NaN	TIAM1	
ATM Signaling	2.73E-01	1E-02	NaN	JUN	
Osteoarthritis Pathway	2.71E-01	8.47E-03	NaN	MEF2C,SMAD7	
Neuropathic Pain Signaling in Dorsal Horn Neurons	2.7E-01	9.9E-03	NaN	MAPK3	
Beta-catenin independent WNT signaling	2.67E-01	9.8E-03	NaN	CLTB	
Integration of energy metabolism	2.65E-01	9.71E-03	NaN	RAP1A	
Mitotic Prophase	2.65E-01	9.71E-03	NaN	MAPK3	
AMPK Signaling	2.61E-01	8.26E-03	NaN	ADRB2,ORAI1	
Post-translational protein phosphorylation	2.54E-01	9.35E-03	NaN	VWA1	
Paxillin Signaling	2.54E-01	9.35E-03	NaN	RAP1A	
PD-1, PD-L1 cancer immunotherapy pathway	2.54E-01	9.35E-03	NaN	TGFB2	
Neddylation	2.54E-01	8.13E-03	NaN	PSMB6,PSMD8	
Docosahexaenoic Acid (DHA) Signaling	2.47E-01	8E-03	NaN	MAPK3,TGFB2	
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	2.41E-01	8.93E-03	NaN	POLK	
Antioxidant Action of Vitamin C	2.36E-01	8.77E-03	NaN	MAPK3	
SRP-dependent cotranslational protein targeting to membrane	2.34E-01	8.7E-03	NaN	SSR4	
Amyotrophic Lateral Sclerosis Signaling	2.32E-01	8.62E-03	NaN	SSR4	
Regulation of lipid metabolism by PPARalpha	2.25E-01	8.4E-03	NaN	ALAS1	
Sphingosine-1-phosphate Signaling	2.22E-01	8.33E-03	NaN	MAPK3	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	2.14E-01	8.06E-03	NaN	VWA1	
GP6 Signaling Pathway	2.08E-01	7.87E-03	NaN	LAMA4	
Cardiac conduction	2.02E-01	7.69E-03	NaN	ORAI1	
Response to elevated platelet cytosolic Ca2+	1.98E-01	7.58E-03	NaN	TGFB2	
Neurovascular Coupling Signaling Pathway	-0E00	4.31E-03	NaN	SLC16A1	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	3.15E-03	NaN	GPX4,PSMB6	
DHCR24 Signaling Pathway	-0E00	7.3E-03	NaN	RAP1A	
Acetylcholine Receptor Signaling Pathway	-0E00	5.15E-03	NaN	MAPK3	
NFKBIE Signaling Pathway	-0E00	2.23E-03	NaN	TNFSF10	
Orexin Signaling Pathway	-0E00	4.2E-03	NaN	MAPK3	
G alpha (i) signalling events	-0E00	3.88E-03	NaN	CXCL12	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	-0E00	4.95E-03	NaN	ICAM2	
Fcgamma receptor (FCGR) dependent phagocytosis	-0E00	6.37E-03	NaN	MAPK3	
Generic Transcription Pathway	-0E00	4.67E-03	NaN	NR2F6,ZNF771	
RNA Polymerase II Transcription	-0E00	6.71E-03	NaN	POLR2E	
Class A/1 (Rhodopsin-like receptors)	-0E00	6.31E-03	NaN	ADRB2,CXCL12	
G alpha (s) signalling events	-0E00	6.9E-03	NaN	ADRB2	
Processing of Capped Intron-Containing Pre-mRNA	-0E00	3.48E-03	NaN	POLR2E	
Expression and translocation of olfactory receptors	-0E00	2.51E-03	NaN	EBF1	
BBSome Signaling Pathway	-0E00	6.13E-03	NaN	ADRB2,CXCL12,GPR155	
Role of NFAT in Regulation of the Immune Response	-0E00	4.84E-03	-2.000	JUN,MAPK3,MEF2C,ORAI1,RAP1A	
FcγRIIB Signaling in B Lymphocytes	-0E00	1.88E-03	NaN	RAP1A	
CCR5 Signaling in Macrophages	-0E00	2E-03	NaN	JUN	
Calcium-induced T Lymphocyte Apoptosis	-0E00	2.17E-03	NaN	ORAI1	
T Helper Cell Differentiation	-0E00	2.12E-03	NaN	IL10RB	
CD28 Signaling in T Helper Cells	-0E00	1.93E-03	NaN	JUN	
IL-15 Signaling	-0E00	3.8E-03	NaN	MAPK3,RAP1A	
Dendritic Cell Maturation	-0E00	5.03E-03	NaN	CD83,IFNAR1,MAPK3	
Cellular Effects of Sildenafil (Viagra)	-0E00	6.67E-03	NaN	PDE4B	
Aldosterone Signaling in Epithelial Cells	-0E00	5.81E-03	NaN	MAPK3	
Type II Diabetes Mellitus Signaling	-0E00	6.54E-03	NaN	MAPK3	
p70S6K Signaling	-0E00	3.45E-03	NaN	MAPK3,RAP1A	
Communication between Innate and Adaptive Immune Cells	-0E00	1.07E-03	NaN	CD83	
Systemic Lupus Erythematosus Signaling	-0E00	2.81E-03	NaN	JUN,MAPK3,RAP1A	
CDC42 Signaling	-0E00	1.74E-03	NaN	JUN	
Phospholipase C Signaling	-0E00	2.68E-03	NaN	MAPK3,MEF2C,RAP1A	
Atherosclerosis Signaling	-0E00	7.52E-03	NaN	CXCL12	
NUR77 Signaling in T Lymphocytes	-0E00	3.9E-03	NaN	MAPK3,TNFSF10	
PKCθ Signaling in T Lymphocytes	-0E00	5.38E-03	NaN	JUN,MAPK3,RAP1A	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	2.35E-03	NaN	TGFB2	
OX40 Signaling Pathway	-0E00	2.09E-03	NaN	JUN	
PI3K Signaling in B Lymphocytes	-0E00	5.09E-03	NaN	JUN,MAPK3,RAP1A	
Gαq Signaling	-0E00	5.88E-03	NaN	MAPK3	
TEC Kinase Signaling	-0E00	1.73E-03	NaN	TNFSF10	
Adipogenesis pathway	-0E00	7.19E-03	NaN	EBF1	
SAPK/JNK Signaling	-0E00	3.98E-03	NaN	JUN,RAP1A	
Cardiac β-adrenergic Signaling	-0E00	5.56E-03	NaN	PDE4B	
IL-4 Signaling	-0E00	6.93E-03	-2.000	MAOA,MAPK3,RAP1A,TGFB2	
NF-κB Signaling	-0E00	5.25E-03	NaN	KDR,PELI1,RAP1A	
T Cell Receptor Signaling	-0E00	4.87E-03	NaN	JUN,MAPK3,RAP1A	
Phagosome Formation	-0E00	5.75E-03	-2.000	ADRB2,GPR155,MAPK3,RAP1A	
Th2 Pathway	-0E00	7.3E-03	NaN	JUN	
Endocannabinoid Neuronal Synapse Pathway	-0E00	6.71E-03	NaN	MAPK3	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	6.22E-03	1.000	JUN,MAPK3,ORAI1,RAP1A	
