Supplementary Data 3. Differentially expressed genes induced by TBI in individual cell clusters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columns A-G show statistics on cell type marker genes. Log.fold.change is log fold change between the groups (positive values have higher expression in TBI, negative values have higher expression in Sham). PCT.TBI is percent of single cells gene is expressed in TBI single cells of the cell type and PCT.TBI is the percent of single cells which express the gene from the cell type of interest in Sham samples. Columns I-AB give the gene signatures for the hippocampal cell types with p values (Pval) and fold changes (FC) shown for each cell type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell Type,Gene,Log.fold.change,PCT.TBI,PCT.Sham,P Value,FDR,,Genes,Ependymal_Pval,Ependymal_FC,Oligodendrocytes_Pval,Oligodendrocytes_FC,Astrocytes_Pval,Astrocytes_FC,Oligodendrocyte Progenitor Cells_Pval,Oligodendrocyte Progenitor Cells_FC,Neurons_Pval,Neurons_FC,Unknown1_Pval,Unknown1_FC,Unknown2_Pval,Unknown2_FC,Mural_Pval,Mural_FC,Microglia_Pval,Microglia_FC,Endothelial_Pval,Endothelial_FC,CA3_Pval,CA3 FC,CA Subtype 1_Pval,CA Subtype 1 FC,CA Subtype 2_Pval,CA Subtype 2 FC,CA1_Pval,CA1 FC,GABAergic_Pval,GABAergic FC,Neuronal Subtype 1_Pval,Neuronal Subtype 1 FC,Neuronal Subtype 2_Pval,Neuronal Subtype 2 FC,DG_Pval,DG FC,Whole Tissue_Pval,Whole Tissue FC,Number of Significant Cell Types
Oligodendrocytes,Cfl1,0.51536806,0.467,0.278,4.06E-11,2.33E-08,,Nap1l4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.020556306,-1.094830055,---,---,0.012220789,0.819125777,---,---,---,---,2
Oligodendrocytes,2810468N07Rik,-0.656024695,0.298,0.437,8.26E-11,4.73E-08,,Hmgcr,---,---,---,---,0.011326217,0.390959535,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.008999486,0.855655211,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Pcbp1,0.391244456,0.332,0.177,1.62E-10,9.30E-08,,Chpf,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.046992869,0.320612984,---,---,0.023451797,-0.675889397,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rpl38,0.609975556,0.442,0.266,2.55E-10,1.46E-07,,Psmb10,---,---,---,---,---,---,---,---,0.005353639,-0.566651848,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.018476719,-0.886739299,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Ptma,0.360014168,0.815,0.661,2.59E-10,1.48E-07,,Dennd5b,0.008172701,-0.360201211,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.006883368,-0.304616782,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Serpina3n,0.857847256,0.235,0.097,2.69E-10,1.54E-07,,Dgkb,---,---,---,---,8.88E-06,-0.464169855,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.24E-06,-0.287447605,2
Oligodendrocytes,Rps12,0.55377967,0.574,0.404,4.37E-10,2.50E-07,,Ogn,0.034813107,0.768958582,---,---,---,---,---,---,---,---,---,---,0.029284711,-1.052169968,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Itm2b,-0.342448122,0.9,0.929,9.75E-10,5.59E-07,,Pwwp2a,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.009352041,-0.558313705,---,---,0.036823298,0.297866071,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Socs3,0.935474549,0.134,0.036,1.21E-09,6.95E-07,,Evl,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.049055394,-0.503934116,---,---,0.003938536,1.114991863,---,---,---,---,---,---,2
Oligodendrocytes,Gjb1,0.96096681,0.435,0.293,2.36E-09,1.35E-06,,Ubn2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.011302605,0.458748455,0.005720335,1.117628002,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,mt-Nd4,0.352480585,0.952,0.887,2.67E-09,1.53E-06,,B4galt3,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.045332979,-0.485710316,---,---,0.00447937,-0.984319723,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Tspan2,-0.430510792,0.784,0.857,2.79E-09,1.60E-06,,Ehmt2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.005942388,1.04292761,0.026113652,0.937940233,---,---,---,---,---,---,2
Oligodendrocytes,Lbh,0.72887186,0.216,0.092,4.18E-09,2.40E-06,,Mia,0.001042609,-0.540176208,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.016294121,-0.760674794,---,---,---,---,2
Oligodendrocytes,Rpl22,0.579695587,0.439,0.279,6.88E-09,3.94E-06,,Fip1l1,---,---,0.001019298,0.348252217,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.026404565,1.408489124,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Ywhae,0.49152774,0.544,0.385,1.03E-08,5.89E-06,,Ncam2,---,---,0.002600259,0.415816329,0.032528365,0.355911617,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Aspa,-0.492542477,0.44,0.549,1.28E-08,7.34E-06,,Tank,0.004261113,0.647872715,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.015417214,-0.280956344,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Mt2,0.886121438,0.358,0.227,1.29E-08,7.37E-06,,Tmem35,---,---,---,---,---,---,0.032045562,0.313636446,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.032185421,0.934204937,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Tppp3,-0.54414737,0.467,0.575,1.97E-08,1.13E-05,,Zc3hc1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.009860202,0.68973955,0.008513902,-0.463367911,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rps10,0.444966943,0.542,0.39,2.53E-08,1.45E-05,,Tmem33,---,---,---,---,---,---,---,---,---,---,0.047123285,0.690235357,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.032473966,0.644274026,---,---,---,---,---,---,2
Oligodendrocytes,Rpl37,0.551123781,0.524,0.386,3.34E-08,1.91E-05,,Ddah2,0.00673103,-0.842678879,---,---,---,---,---,---,---,---,0.00609842,-1.048287441,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Set,0.635340351,0.321,0.182,4.39E-08,2.51E-05,,Pgp,---,---,0.008822983,-0.371450771,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5.64E-06,-0.261484516,2
Oligodendrocytes,Hspa5,0.599645527,0.483,0.335,5.45E-08,3.12E-05,,Mrps2,0.037457134,0.541863493,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.046982756,0.606221854,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Tmbim6,-0.423855608,0.544,0.643,5.98E-08,3.43E-05,,Igbp1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.009696529,-0.489298889,---,---,---,---,---,---,---,---,0.049604548,0.683033269,---,---,2
Oligodendrocytes,Gamt,-0.636087487,0.228,0.354,8.02E-08,4.60E-05,,Cox19,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.034774698,-0.528290133,---,---,---,---,---,---,---,---,0.022048932,0.263529628,---,---,---,---,2
Oligodendrocytes,Opalin,-0.385796848,0.77,0.806,8.29E-08,4.75E-05,,Rsph9,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.037090667,-1.06265292,---,---,0.04629036,-0.985833448,---,---,---,---,---,---,2
Oligodendrocytes,Mag,-0.267059963,0.954,0.985,1.24E-07,7.08E-05,,Rbm26,0.024379759,-1.000328501,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.045079203,-0.5608443,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rpl26,0.401885574,0.57,0.413,1.27E-07,7.27E-05,,Rbm25,---,---,---,---,0.004837622,0.283771945,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.040200753,0.662663514,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rpl37a,0.492784435,0.426,0.276,1.39E-07,7.95E-05,,BC018507,---,---,---,---,---,---,---,---,---,---,0.002119222,-0.39992673,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.042352878,0.758894497,---,---,---,---,---,---,2
Oligodendrocytes,Rps23,0.439076987,0.619,0.489,1.54E-07,8.84E-05,,Stmn4,---,---,---,---,---,---,---,---,0.032634197,-0.323433241,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.14E-12,-0.268418184,2
Oligodendrocytes,Pex5l,0.425800294,0.684,0.578,1.64E-07,9.39E-05,,Stmn1,---,---,---,---,---,---,---,---,6.32E-08,-0.7735401,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.89E-08,-0.261907171,2
Oligodendrocytes,Klk6,0.904581222,0.15,0.056,1.68E-07,9.62E-05,,Camkk1,---,---,---,---,---,---,---,---,0.004750891,0.428808926,---,---,---,---,---,---,---,---,---,---,---,---,0.001939579,1.001921068,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Olig1,-0.421456833,0.602,0.67,1.71E-07,9.81E-05,,Tubg2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.01922633,0.696592333,---,---,0.04078842,-0.403584074,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Cryab,-0.286723967,0.93,0.958,2.57E-07,0.000147363,,Txnl1,---,---,0.009259144,-0.269597988,---,---,---,---,0.000709662,-0.404451118,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rpl34,0.507268917,0.476,0.329,2.71E-07,0.000155323,,Cul9,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.021651703,0.407157837,0.019055985,-0.34070045,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rps20,0.264820934,0.442,0.294,3.14E-07,0.000180191,,Cul5,---,---,---,---,---,---,---,---,---,---,---,---,0.001177037,0.867358046,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.035921777,-0.350613246,---,---,2
Oligodendrocytes,Vmp1,-0.505074952,0.392,0.498,3.20E-07,0.000183475,,Cul3,---,---,---,---,---,---,---,---,---,---,0.005590646,-1.355992637,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.037032008,0.772261548,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Tpt1,0.361784153,0.784,0.673,3.20E-07,0.000183624,,Ptp4a2,---,---,0.017716733,0.27629668,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.002926712,0.889473773,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Lgi3,-0.484498424,0.392,0.478,3.77E-07,0.000216242,,Cdh8,---,---,---,---,---,---,---,---,0.000174461,-0.644467425,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.48E-10,-1.626685568,---,---,2
Oligodendrocytes,Rps15a,0.36253385,0.537,0.382,3.82E-07,0.000218904,,Eif5b,---,---,---,---,0.009932002,0.25012825,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.02648787,0.413641695,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Fez1,-0.282732197,0.745,0.768,4.50E-07,0.000258047,,Enoph1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.0432041,0.856912493,0.02354186,-0.755207129,---,---,---,---,---,---,2
Oligodendrocytes,Rpl31,0.447818829,0.48,0.336,5.02E-07,0.000287842,,Txn2,---,---,0.03305381,0.317295688,---,---,---,---,---,---,---,---,---,---,0.003252145,0.462574928,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rps24,0.410153977,0.606,0.465,5.99E-07,0.000343188,,Fyn,---,---,---,---,---,---,0.004729007,-0.822177875,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.027425189,-0.283229972,2
Oligodendrocytes,Gm21984,0.402485744,0.574,0.429,6.65E-07,0.000381071,,Mcf2l,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.012583023,-0.472587471,---,---,---,---,---,---,---,---,0.010096448,0.813685376,---,---,2
Oligodendrocytes,Sox10,0.458636273,0.398,0.256,8.87E-07,0.000508283,,Mrpl41,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.022955111,-1.056421986,---,---,---,---,0.046372334,-1.082414115,---,---,---,---,2
Oligodendrocytes,Rpl23,0.466666635,0.504,0.381,1.05E-06,0.000603628,,Snhg6,---,---,0.014359372,0.396805512,---,---,---,---,---,---,---,---,0.01296202,0.474376907,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Ppia,-0.294612377,0.863,0.889,1.08E-06,0.000617465,,Mrpl48,---,---,---,---,0.007394565,-0.25893012,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.014452597,-0.395732415,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rps19,0.394281979,0.476,0.332,1.53E-06,0.000877303,,Snhg9,---,---,---,---,0.020130747,0.42830373,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.029324401,-0.862296332,---,---,---,---,2
Oligodendrocytes,Mog,-0.288175351,0.766,0.811,1.71E-06,0.000981335,,Sh3bgrl,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.025044037,0.269040646,---,---,---,---,0.044662188,-0.555565999,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rnf13,-0.284296593,0.667,0.759,1.84E-06,0.001054364,,Smpdl3a,0.003720864,1.261714821,---,---,---,---,---,---,---,---,---,---,0.002153196,-1.04808832,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,mt-Tp,0.799731341,0.205,0.107,1.87E-06,0.001070132,,2810468N07Rik,---,---,8.26E-11,-0.656024695,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.94E-14,-0.637407421,2
Oligodendrocytes,Rps27,0.34490178,0.535,0.386,1.87E-06,0.001071782,,Sphkap,---,---,---,---,0.004149323,-0.38346065,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.016163333,-0.603150838,---,---,2
Oligodendrocytes,Itih3,-0.800187029,0.057,0.107,1.89E-06,0.001080937,,Ckb,3.12E-06,-0.852542329,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.040096268,-0.422819392,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Tmem151a,-0.432593463,0.346,0.383,1.95E-06,0.001115159,,Rbp1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5.60E-05,0.618615435,---,---,---,---,---,---,---,---,---,---,---,---,1.49E-16,0.569938021,2
Oligodendrocytes,C4b,0.681160325,0.171,0.076,2.67E-06,0.001529142,,Uri1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.015261772,-0.795088401,---,---,---,---,---,---,0.00439059,-0.752534287,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Gsn,-0.399481941,0.585,0.671,3.16E-06,0.001812446,,Vdac1,---,---,---,---,---,---,---,---,0.048376615,0.309872754,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.029114252,0.356243254,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rpl13,0.304039464,0.708,0.577,3.19E-06,0.001830471,,Ralgapa1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.047303448,0.488673299,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.03811743,-0.50013165,---,---,2
Oligodendrocytes,Tmem141,-0.945408458,0.05,0.108,3.78E-06,0.002165034,,Rcn2,---,---,---,---,---,---,0.048159352,-0.475967952,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.022911369,-0.653214329,---,---,2
Oligodendrocytes,Rps17,0.347596706,0.586,0.445,4.24E-06,0.002430339,,Sidt1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.007743548,-0.922407809,---,---,---,---,---,---,0.010397487,-0.59297179,---,---,2
Oligodendrocytes,Jund,0.4357245,0.39,0.264,5.45E-06,0.003120279,,Oat,0.007149216,-1.015490487,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.028658269,-0.623431808,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Cd63,0.453655066,0.583,0.468,5.67E-06,0.003249077,,Kifap3,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.016562713,-0.840178751,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.30E-10,-0.267372195,2
Oligodendrocytes,Rpl5,0.258078624,0.422,0.292,5.94E-06,0.00340152,,Ppid,---,---,---,---,---,---,---,---,---,---,---,---,0.000677079,-0.42190472,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.013068829,-0.521078246,---,---,2
Oligodendrocytes,Tmem50a,-0.317018011,0.41,0.52,6.10E-06,0.00349301,,Ppib,---,---,---,---,---,---,---,---,---,---,0.04116858,0.261513043,---,---,---,---,---,---,---,---,0.047867959,-1.00497391,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Cox7c,0.386151001,0.554,0.42,6.14E-06,0.00351699,,Ubc,---,---,---,---,3.44E-09,0.386484672,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.007821743,0.258917778,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,mt-Nd6,0.511902251,0.301,0.182,7.35E-06,0.004211929,,Ubl5,---,---,---,---,---,---,---,---,---,---,---,---,0.047595648,0.510408329,---,---,0.017843612,0.479594055,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rps16,0.431996981,0.503,0.368,8.85E-06,0.005070209,,Ubl4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.008364743,0.98929615,---,---,---,---,0.018098793,-0.623100238,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Atxn7l3b,-0.409992562,0.406,0.441,1.23E-05,0.007072761,,Lhfpl4,0.033077909,-0.280336914,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.047259348,0.388773723,---,---,2
Oligodendrocytes,Gfap,0.742869598,0.112,0.041,1.30E-05,0.007470103,,Smim13,---,---,---,---,---,---,---,---,---,---,0.021211543,-1.548404232,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.0127236,0.988615385,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rps28,0.484620666,0.285,0.172,1.38E-05,0.007930075,,Acsl3,---,---,---,---,---,---,---,---,0.037149929,-0.308893709,---,---,---,---,---,---,---,---,0.010360195,-0.564068073,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Tubb4a,0.276990308,0.765,0.66,1.41E-05,0.008068756,,Hnrnpl,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.013728697,2.123141854,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.013566539,0.82389572,---,---,---,---,2
Oligodendrocytes,Tulp4,0.357082769,0.442,0.315,1.56E-05,0.00893607,,Neto1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.028041477,-1.060334625,---,---,---,---,---,---,0.036879978,-0.435097255,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Rpl30,0.393863882,0.455,0.327,1.90E-05,0.010878065,,Hnrnpf,---,---,0.001144457,0.345192949,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5.24E-11,0.349892481,2
Oligodendrocytes,Omg,-0.471450601,0.314,0.373,1.94E-05,0.01111917,,Dda1,0.023266375,-1.55468985,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.005332919,0.362043927,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Fktn,0.392878307,0.157,0.087,2.44E-05,0.013959119,,Ppp2r2d,---,---,---,---,---,---,---,---,---,---,---,---,0.031319908,0.352678977,---,---,---,---,---,---,---,---,---,---,0.049348804,1.022025366,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,mt-Nd5,0.290964517,0.929,0.896,2.52E-05,0.014449337,,Ppp2r2a,---,---,---,---,---,---,---,---,---,---,0.016491368,0.633720102,---,---,0.004735681,-1.381843108,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,H2afz,-0.609190531,0.119,0.152,2.76E-05,0.015829514,,Ppp2r2c,---,---,---,---,---,---,---,---,0.003260585,0.40751282,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.001242769,0.844774383,---,---,2
Oligodendrocytes,Hnrnpab,0.432000053,0.305,0.191,2.84E-05,0.01627932,,Gm16286,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.009937415,-0.415375636,---,---,---,---,---,---,0.022484911,0.354567322,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Pllp,0.286799809,0.643,0.517,2.89E-05,0.016576306,,Psmb5,---,---,0.018393081,-0.268585545,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.045367664,-0.832008753,---,---,---,---,---,---,2
Oligodendrocytes,Rps18,0.433251203,0.394,0.282,2.91E-05,0.016694686,,Psmb3,---,---,---,---,---,---,---,---,0.014846331,0.378960324,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.010800227,0.497370099,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Pou3f1,0.731980479,0.178,0.101,3.36E-05,0.019228477,,Psmb1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000371393,-1.55719393,---,---,---,---,0.004650841,-0.76197809,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Pja2,-0.3400183,0.143,0.122,3.48E-05,0.019925893,,Trib2,---,---,---,---,---,---,---,---,0.000947156,0.424436835,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.001978971,0.896253309,---,---,2
Oligodendrocytes,Arhgef12,0.627086243,0.166,0.08,3.65E-05,0.020927931,,Slc7a14,---,---,---,---,---,---,---,---,2.11E-07,0.680901881,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.29E-05,0.867971159,---,---,2
Oligodendrocytes,Sypl,-0.44443419,0.412,0.503,4.43E-05,0.025379778,,Mrps24,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.001238092,-1.023515583,---,---,---,---,0.00110222,-1.082975648,---,---,---,---,---,---,2
Oligodendrocytes,Mrpl18,-0.525275191,0.152,0.175,4.48E-05,0.02568109,,Mrps21,0.00600833,0.81468031,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.026406176,-0.643773094,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Cdc42ep2,-0.499065038,0.253,0.318,4.73E-05,0.027102924,,Sepw1,---,---,---,---,---,---,---,---,---,---,0.005703973,0.407043688,---,---,---,---,---,---,---,---,---,---,0.005327249,0.580485621,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Nudt3,0.46601551,0.171,0.09,4.90E-05,0.028082423,,A230050P20Rik,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.038300902,-0.53091837,---,---,0.001641781,-0.753055585,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,D4Wsu53e,-0.386636374,0.447,0.513,5.09E-05,0.029165652,,Ndufa7,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.020441846,-0.32427627,---,---,---,---,0.013963648,-0.655930918,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Gjc3,-0.3693461,0.469,0.538,6.86E-05,0.039306641,,Ndufa8,---,---,---,---,---,---,---,---,0.018040116,-0.257352555,---,---,---,---,---,---,---,---,---,---,---,---,0.002111747,-0.782857175,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Igsf8,-0.609759882,0.173,0.243,7.63E-05,0.043702505,,Coro1a,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.004650887,0.487007201,---,---,---,---,0.047551582,0.272423405,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2
Oligodendrocytes,Atp5k,0.333413904,0.294,0.187,7.76E-05,0.044465233,,Slc25a33,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.009017423,-0.96114601,0.046161363,-0.559892053,---,---,---,---,2
Oligodendrocytes,Tmem258,0.385260832,0.538,0.432,8.30E-05,0.047559242,,Poc5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.45E-05,-0.54726634,---,---,0.018400065,-0.273812259,---,---,---,---,---,---,---,---,2
